chr	start	end	name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chr2L	5447	6142	chr2L.5911	1458.41589428943	-0.0684393207765689	0.111072241557996	-0.616169439065777	0.537782696284622	0.647622527546179
chr2L	6535	6930	chr2L.6669	581.746221303022	0.46611885372972	0.152274650341174	3.06104038121496	0.00220569344652365	0.00671482031946996
chr2L	7394	8677	chr2L.7919	2623.90766700457	0.256858352622014	0.0982760929650202	2.61364025443542	0.00895833065208218	0.022764016390151
chr2L	11953	12235	chr2L.12145	386.689837626755	0.415399810479891	0.163400959892527	2.54221156811508	0.0110153474520309	0.0272336684917785
chr2L	12347	12566	chr2L.12468	327.383307929755	0.26952301283789	0.162148851376405	1.66219501741786	0.0964736787440912	0.169094542449133
chr2L	13477	15749	chr2L.14805	2763.22902864081	0.327609966783927	0.0975549851828934	3.35820835982634	0.000784494550438851	0.00270126427412206
chr2L	18868	19070	chr2L.18930	170.073812793689	0.132993085973551	0.204952213088201	0.6488980234447	0.516404292396647	0.62914044073676
chr2L	21693	23625	chr2L.22392	2014.58347202274	0.286677587394755	0.0882155709340256	3.24973906941161	0.00115510941528201	0.00379580728455047
chr2L	26419	27620	chr2L.26914	2975.84459107837	-0.0354257710249404	0.0774228552029999	-0.457562187961879	0.647267014391739	0.740595988656004
chr2L	27720	29090	chr2L.28236	3955.50370411783	0.122043619787041	0.0794224280688749	1.53663924352961	0.124381676895009	0.207565498344287
chr2L	30334	30739	chr2L.30587	451.921368174639	0.251924394202518	0.144487281191908	1.74357488163898	0.0812332464301062	0.147169872044865
chr2L	33776	34453	chr2L.34219	1713.17880181	0.133839971288401	0.089895072020889	1.48884658835693	0.136527771052092	0.223925804211161
chr2L	35507	36676	chr2L.36054	3145.92600730629	0.371259576900475	0.0802634294288903	4.6255135064892	3.73671453558968e-06	2.15573135790761e-05
chr2L	41952	42444	chr2L.42204	424.094311829631	0.350753659015197	0.145660770422952	2.40801732681161	0.0160394197689098	0.0376143772689606
chr2L	43045	43679	chr2L.43328	683.952836306967	0.450400495684872	0.128820745239226	3.49633511938203	0.000471695899948772	0.00172122964774966
chr2L	44000	44315	chr2L.44129	308.121980346201	0.342447073770755	0.177257118826156	1.93192282509459	0.0533690320748845	0.103971997648581
chr2L	45383	45570	chr2L.45476	171.084288473887	0.952358617653955	0.21027089467946	4.52919848515289	5.92078595280917e-06	3.28509265226282e-05
chr2L	53424	54006	chr2L.53782	661.990570762507	1.04298665154277	0.127071594779626	8.20786622967605	2.25153856390673e-16	4.9614006028872e-15
chr2L	54930	55437	chr2L.55348	419.614049169199	0.513746882877562	0.147395052804521	3.48550967690147	0.000491200456398682	0.00178259365629609
chr2L	55615	55731	chr2L.55686	97.6464448238486	0.597507870330956	0.249071737237513	2.39893886379079	0.0164426597051516	0.0383790665186949
chr2L	55803	55944	chr2L.55855	91.3847787310713	0.434021002727332	0.259700438044197	1.67123708375674	0.0946748581348824	0.166454918800081
chr2L	57219	57538	chr2L.57278	217.215233175431	0.539858220629742	0.184997217048451	2.91819644231919	0.00352062478272294	0.0100957440618946
chr2L	57610	57845	chr2L.57695	187.826503781223	0.348048709043998	0.208734271879171	1.66742483594391	0.09542995880162	0.167602663629581
chr2L	57876	58363	chr2L.58035	358.894641752801	0.713843375048859	0.165066137471512	4.32459004604781	1.52815775381607e-05	7.8299812209417e-05
chr2L	59128	59487	chr2L.59256	211.817708401724	-0.315081798642757	0.190150259190499	-1.65701482598084	0.0975164776702373	0.170589527229564
chr2L	65634	66006	chr2L.65907	933.747929165496	0.223704755033586	0.113660721682636	1.9681799633317	0.0490473348332479	0.0968670082330322
chr2L	66384	67564	chr2L.66937	5634.06057313601	-0.174675260582409	0.0736394154014229	-2.37203486244724	0.0176904214461352	0.0408736050219164
chr2L	72076	72782	chr2L.72382	718.308182143075	-0.317906541929986	0.123089732659102	-2.5827218490305	0.00980243170364038	0.0246281012305156
chr2L	72951	73805	chr2L.73439	731.089921934869	-0.387385759841063	0.122803913365373	-3.15450663765487	0.00160769721167251	0.0050775814079504
chr2L	75108	75859	chr2L.75316	626.718596372616	0.146623360979365	0.122153072771468	1.2003247863742	0.230013227053739	0.338845846148399
chr2L	78854	79269	chr2L.78986	554.909852354604	0.197046311153999	0.142213369485937	1.38556812110049	0.165878818143329	0.261854583707077
chr2L	81163	81353	chr2L.81267	197.2454184875	-0.18678003780729	0.190438955307176	-0.980786927265045	0.326697826203293	0.445312447550177
chr2L	83281	83406	chr2L.83357	114.257386304078	-0.436686813512592	0.234832611986401	-1.85956630903497	0.0629469096533073	0.119458098585716
chr2L	83409	83604	chr2L.83507	205.00836165018	-0.61180090729945	0.189504243623689	-3.2284285333174	0.00124472356135356	0.00405868477574111
chr2L	86348	86494	chr2L.86404	212.238674602096	-0.301735436831743	0.191451837596024	-1.57603834270018	0.115016967032876	0.194935352486716
chr2L	87120	87594	chr2L.87433	1280.09067661735	-0.425242871430991	0.0978660900465927	-4.34515030924949	1.39180327409389e-05	7.19886659114896e-05
