chr	start	end	name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chr2L	5447	6142	chr2L.5911	1202.21874909763	-0.494254007544665	0.0982764543192881	-5.02922099670888	4.92476522375442e-07	7.34626502219577e-06
chr2L	6535	6930	chr2L.6669	437.126498242908	-0.12996205620751	0.145166286830352	-0.895263349674222	0.370646327317249	0.583028186648565
chr2L	7394	8677	chr2L.7919	1979.9685733886	-0.396431727581167	0.0903831146714526	-4.386125981852	1.15387306716445e-05	0.000127325595530603
chr2L	11953	12235	chr2L.12145	288.622959083655	-0.187675705778984	0.161949008448044	-1.15885677583011	0.246514570230016	0.448796223912977
chr2L	12347	12566	chr2L.12468	261.337867791672	-0.167718605153804	0.164887934743186	-1.01716723794877	0.309073878537677	0.518884679113625
chr2L	13477	15749	chr2L.14805	2213.99219946285	-0.133052217974377	0.0804885928845184	-1.65305682713666	0.0983192987088382	0.242775361053877
chr2L	18868	19070	chr2L.18930	159.779628667746	0.100897266143534	0.186146044868897	0.542032822747302	0.587795894814744	0.758574431821731
chr2L	21693	23625	chr2L.22392	1706.77657948103	-0.0166615813149957	0.0821778166675343	-0.202750352718705	0.839330164654873	0.918630811963312
chr2L	26419	27620	chr2L.26914	2421.78626850539	-0.509266508543521	0.0755505563935306	-6.74073802833211	1.57584112388327e-11	4.97008644533762e-10
chr2L	27720	29090	chr2L.28236	3180.72044707178	-0.362209695820549	0.0737325160426991	-4.9124825146451	8.99304054555263e-07	1.26286332349963e-05
chr2L	30334	30739	chr2L.30587	411.205635865869	0.145846327114498	0.137737265966472	1.05887339995553	0.289657439970636	0.497322960643574
chr2L	33776	34453	chr2L.34219	1422.79320228272	-0.2458714937891	0.0871949379664525	-2.8197909135929	0.00480549500490508	0.024140607884674
chr2L	35507	36676	chr2L.36054	2279.36908941836	-0.392735499762846	0.0784193642739951	-5.00814439646104	5.49572991055634e-07	8.12695566036953e-06
chr2L	41952	42444	chr2L.42204	356.350728081496	0.033766550035302	0.144033500454795	0.23443539127135	0.814646985801273	0.903791913692277
chr2L	43045	43679	chr2L.43328	561.259378667401	0.0700635669328324	0.125456439240828	0.558469277119667	0.576523978102595	0.750552879595623
chr2L	44000	44315	chr2L.44129	234.994770732928	-0.209192900560385	0.167324757247901	-1.25022085195949	0.211218881652548	0.406407879655206
chr2L	45383	45570	chr2L.45476	100.114367990854	-0.117885757676306	0.214879520582172	-0.548613275741301	0.583270873205519	0.754793302259036
chr2L	53424	54006	chr2L.53782	411.129437648127	0.0557852380744887	0.138403655207714	0.403061884390028	0.686902699581525	0.825992054862312
chr2L	54930	55437	chr2L.55348	296.080974246935	-0.251655764635292	0.150233122408064	-1.67510173922727	0.0939142717889641	0.235328486731374
chr2L	55615	55731	chr2L.55686	72.564027959101	0.0564327405110671	0.228575399974321	0.246888950068148	0.804994168234979	NA
chr2L	55803	55944	chr2L.55855	76.0356085062818	0.128106346954437	0.226395760221155	0.56585135176249	0.571494834554949	NA
chr2L	57219	57538	chr2L.57278	171.315911044299	0.0715760337731679	0.189902930637472	0.37690852654511	0.706241584686582	0.837512000805168
chr2L	57610	57845	chr2L.57695	126.45804642698	-0.48312847044963	0.21016127038548	-2.29884635529406	0.0215136654906115	0.0795313521829717
chr2L	57876	58363	chr2L.58035	247.14729536457	-0.0614248195417344	0.162945973359651	-0.376964329190011	0.706200113894266	0.83749918417759
chr2L	59128	59487	chr2L.59256	190.366461440437	-0.447166189575354	0.175474735107266	-2.54832235137443	0.0108242400737667	0.0469348260255261
chr2L	65634	66006	chr2L.65907	794.111019057094	-0.0688426776869468	0.107471963015145	-0.640564066716129	0.521805951981822	0.710862684746347
chr2L	66384	67564	chr2L.66937	5383.68169443157	-0.148248762817432	0.0682190810900508	-2.17312752456663	0.0297707206295431	0.101539422147192
chr2L	72076	72782	chr2L.72382	688.845466047622	-0.269963541701864	0.113050916329193	-2.38798189760582	0.0169411762202624	0.0663960892673305
chr2L	72951	73805	chr2L.73439	717.284484741476	-0.27250500531169	0.115263030534884	-2.36420128854079	0.0180689921827124	0.0696174895593771
chr2L	75108	75859	chr2L.75316	549.657074593025	-0.0672089517050143	0.119393534582409	-0.56291952441214	0.573489684515189	0.74889947535907
chr2L	78854	79269	chr2L.78986	480.959286443247	-0.0468964599666509	0.130407527915974	-0.359614668846938	0.719135312353813	0.845582694163797
chr2L	81163	81353	chr2L.81267	162.442623744561	-0.55472669250154	0.186909056142155	-2.96789628042228	0.00299845491436831	0.0163990386616223
chr2L	83281	83406	chr2L.83357	90.6843105270708	-0.871925593103966	0.220487735445849	-3.95453103702499	7.66849171184564e-05	0.000691709095527212
chr2L	83409	83604	chr2L.83507	178.939460602643	-0.83849800681425	0.18066899151978	-4.6410731568314	3.46604377956774e-06	4.29528374552331e-05
chr2L	86348	86494	chr2L.86404	165.935812011211	-0.86166356264115	0.188814039021996	-4.56355664602233	5.02942315261131e-06	5.99601198460379e-05
chr2L	87120	87594	chr2L.87433	1289.8294130637	-0.230337981781569	0.0936317847400254	-2.46004049181715	0.0138921341136817	0.05702372393252
chr2L	87620	87897	chr2L.87734	532.95351766578	-0.274863428313569	0.124444410446026	-2.20872458094679	0.0271938036131355	0.0949821764981598
chr2L	88550	88672	chr2L.88586	103.323486966386	-0.106787839093926	0.210516491370471	-0.50726590776206	0.611968256086302	0.77623596240585
chr2L	88693	88834	chr2L.88738	128.027125174592	0.207681020116233	0.203039557115273	1.02285989521896	0.306374093888886	0.516128762498436
chr2L	90155	90490	chr2L.90341	449.602326877017	-1.29678730020671	0.135669151769261	-9.55845365947466	1.19529223892841e-21	1.0497433093843e-19
chr2L	90834	91994	chr2L.91479	2808.57585092872	-0.792489616586691	0.071902324613874	-11.0217523681255	3.00158008093908e-28	4.11970636938136e-26
chr2L	92130	92296	chr2L.92176	224.394550533607	-0.341136800231846	0.173128466035132	-1.97042582334565	0.0487895884435238	0.147166209735833
chr2L	94601	94882	chr2L.94737	524.391700672463	0.0254024944908928	0.126352021037484	0.201045414883841	0.840663063033249	0.918936544692895
chr2L	94889	95537	chr2L.95029	740.598298089895	0.0482916126983743	0.111495763015544	0.433125092759279	0.664923894129142	0.813012190901122
chr2L	102105	103000	chr2L.102412	1542.64798277339	-0.260339160698472	0.0839551802161467	-3.10093028242231	0.00192913705448607	0.0113483782832604
chr2L	106236	106404	chr2L.106307	245.311332391774	0.0924117200774932	0.161084469556311	0.573684852003615	0.566181080758008	0.743754608780628
chr2L	106448	106666	chr2L.106526	423.10007864571	0.0308866686821291	0.135525873462743	0.227902376815303	0.819722134913415	0.90678455017817
